pitcher_trackman_id,total_pitches,total_games,first_date,last_date,active_seasons,pitches_2019,pitches_2020,pitches_2021,pitches_2022,pitches_2023,pitches_2024,games_2019,games_2020,games_2021,games_2022,games_2023,games_2024
640444,358,4,2024-03-30,2024-04-28,1,0,0,0,0,0,358,0,0,0,0,0,4
641149,3224,34,2021-04-06,2022-05-14,2,0,0,2457,767,0,0,0,0,26,8,0,0
641312,773,8,2023-04-01,2023-07-02,1,0,0,0,0,773,0,0,0,0,0,8,0
641447,1583,17,2024-03-26,2024-07-17,1,0,0,0,0,0,1583,0,0,0,0,0,17
641778,197,2,2024-08-17,2024-08-23,1,0,0,0,0,0,197,0,0,0,0,0,2
641855,1089,12,2023-06-25,2023-09-05,1,0,0,0,0,1089,0,0,0,0,0,12,0
642098,1475,18,2022-04-10,2022-07-29,1,0,0,0,1475,0,0,0,0,0,18,0,0
642203,1792,20,2023-05-18,2023-10-14,1,0,0,0,0,1792,0,0,0,0,0,20,0
642545,1410,18,2024-06-05,2024-09-29,1,0,0,0,0,0,1410,0,0,0,0,0,18
642558,5123,54,2023-04-04,2024-09-22,2,0,0,0,0,2593,2530,0,0,0,0,28,26
645307,2892,33,2023-05-11,2024-06-13,2,0,0,0,0,2035,857,0,0,0,0,23,10
646241,2735,29,2024-03-26,2024-09-24,1,0,0,0,0,0,2735,0,0,0,0,0,29
649963,100,1,2021-10-24,2021-10-24,1,0,0,100,0,0,0,0,0,1,0,0,0
656212,7514,81,2022-04-02,2024-09-28,3,0,0,0,2772,2664,2078,0,0,0,29,29,23
657122,582,7,2022-04-10,2022-06-25,1,0,0,0,582,0,0,0,0,0,7,0,0
657756,2458,26,2024-03-23,2024-09-11,1,0,0,0,0,0,2458,0,0,0,0,0,26
657770,136,2,2024-09-01,2024-09-19,1,0,0,0,0,0,136,0,0,0,0,0,2
658431,572,7,2023-04-14,2023-06-21,1,0,0,0,0,572,0,0,0,0,0,7,0
658792,4120,42,2023-07-26,2024-10-01,2,0,0,0,0,1199,2921,0,0,0,0,12,30
660593,2306,24,2024-03-24,2024-10-13,1,0,0,0,0,0,2306,0,0,0,0,0,24
663399,3574,37,2022-08-11,2024-06-23,3,0,0,0,1018,1444,1112,0,0,0,10,15,12
664641,3281,34,2021-04-07,2022-07-01,2,0,0,3000,281,0,0,0,0,29,5,0,0
664942,1378,15,2024-04-03,2024-08-24,1,0,0,0,0,0,1378,0,0,0,0,0,15
666364,932,11,2024-07-14,2024-10-02,1,0,0,0,0,0,932,0,0,0,0,0,11
667498,457,6,2024-03-26,2024-04-24,1,0,0,0,0,0,457,0,0,0,0,0,6
668684,1265,14,2023-08-15,2023-11-02,1,0,0,0,0,1265,0,0,0,0,0,14,0
668766,244,3,2023-04-27,2023-05-11,1,0,0,0,0,244,0,0,0,0,0,3,0
668948,2286,25,2023-04-02,2023-10-25,1,0,0,0,0,2286,0,0,0,0,0,25,0
674491,10,1,2020-05-13,2020-05-13,1,0,10,0,0,0,0,0,1,0,0,0,0
675871,47,1,2020-05-13,2020-05-13,1,0,47,0,0,0,0,0,1,0,0,0,0
676641,819,9,2023-04-11,2023-05-28,1,0,0,0,0,819,0,0,0,0,0,9,0
680802,1371,15,2024-06-25,2024-09-27,1,0,0,0,0,0,1371,0,0,0,0,0,15
682027,449,5,2024-06-08,2024-07-11,1,0,0,0,0,0,449,0,0,0,0,0,5
683412,764,18,2024-03-27,2024-10-05,1,0,0,0,0,0,764,0,0,0,0,0,18
13515155,11,1,2024-04-23,2024-04-23,1,0,0,0,0,0,11,0,0,0,0,0,1
21325157,13,1,2024-04-25,2024-04-25,1,0,0,0,0,0,13,0,0,0,0,0,1
21825151,42,1,2024-04-23,2024-04-23,1,0,0,0,0,0,42,0,0,0,0,0,1
41245155,25,1,2024-04-23,2024-04-23,1,0,0,0,0,0,25,0,0,0,0,0,1
41345157,26,1,2024-04-25,2024-04-25,1,0,0,0,0,0,26,0,0,0,0,0,1
61065153,26,1,2024-04-25,2024-04-25,1,0,0,0,0,0,26,0,0,0,0,0,1
61165155,62,1,2024-04-23,2024-04-23,1,0,0,0,0,0,62,0,0,0,0,0,1
71175157,49,1,2024-04-25,2024-04-25,1,0,0,0,0,0,49,0,0,0,0,0,1
71275155,11,1,2024-04-23,2024-04-23,1,0,0,0,0,0,11,0,0,0,0,0,1
71775155,27,1,2024-04-25,2024-04-25,1,0,0,0,0,0,27,0,0,0,0,0,1
